MoveName,Input,Damage,Startup,Active,Recovery,Total,BlockAdvantage,HitAdvantage
>SONIC SLICER (HP) (2ND),214P/236K/214K/22P>214HP,400*2,,,,,,
FROST SHIELD (LK),236LK,800,42,0,0,42,,
FROST SHIELD (HK),236HK,800,42,0,0,42,,
>FROST SHIELD (LK) (2ND),214P/236K/214K/22P>236LK,750+500(1200),,,,,,
>FROST SHIELD (HK) (2ND),214P/236K/214K/22P>236HK,750+500(1200),,,,,,
BOOMERANG CUTTER (LK),214LK,250*3,24,31,0,54,-12,-7
BOOMERANG CUTTER (HK),214HK,250*3,30,30,0,59,-11,-6
>BOOMERANG CUTTER (LK) (2ND),214P/236K/214K/22P>214LK,300*5(1410),,,,,,
>BOOMERANG CUTTER (HK) (2ND),214P/236K/214K/22P>214HK,300*5(1410),,,,,,
RISING FIRE (LP),22LP,1200,12,36,0,47,-17,16
RISING FIRE (HP),22HP,1200,12,36,0,47,-17,20
>RISING FIRE (LP) (2ND),214P/236K/214K/22P>22LP,1300,,,,,,
>RISING FIRE (HP) (2ND),214P/236K/214K/22P>22HP,1300,,,,,,
FULL-POWER CHARGE SHOT,236PP,750*5(3000),13,50,10,72,-23,32
FULL-POWER CHARGE SHOT (AIR),8>236PP,750*5(3000),13,50,4,66,,
SPECIAL WEAPON RUSH,236KK,150*36(3750),18,143,0,160,-49,41
ARMOR OF LIGHT,22KK,,19,0,0,19,,
ULTIMATE STRIKE (L3HC),214PP,5686(33 HITS),7,9,54,69,-44,56
v ARMOR OF LIGHT v,22KK,,,,,,,
DASH (FORWARD),5PP,,31,0,0,31,,
DASH (BACKWARD),4PP,,33,0,0,33,,
AIR-DASH (FORWARD),8>5PP,,37,0,0,37,,
AIR-DASH (BACKWARD),8>4PP,,37,0,0,37,,
JUMP (FORWARD),9,,4,42,6,51,,
JUMP (NEUTRAL),8,,4,42,6,51,,
JUMP (BACKWARD),7,,4,42,6,51,,
SUPER-JUMP (FORWARD),29,,4,71,6,80,,
SUPER-JUMP (NEUTRAL),28,,4,71,6,80,,
SUPER-JUMP (BACKWARD),27,,4,71,6,80,,
THROW,4/6HP,1000,3,1,,,,
THROW (AIR),8>4/6HP,1000,3,1,,,,
LP,5LP,300,5,2,11,17,,
HP,5HP,700,9,5,26,39,,
LK,5LK,500,8,4,19,30,,
HK,5HK,700,14,4,21,38,,
CROUCH LP,2LP,300,6,3,9,17,,
CROUCH HP,2HP,700,10,8,23,40,,
CROUCH LK,2LK,500,7,3,26,35,,
CROUCH HK,2HK,700,12,3,32,46,,
JUMP LP,8LP,300,5,8,7,19,,
JUMP HP,8HP,700,9,8,21,37,,
JUMP LK,8LK,500,8,3,26,36,,
JUMP HK,8HK,700,12,4,25,40,,
BUSTER BLOW,6HP,700,8,4,28,39,,
SHOULDER TACKLE,6HK,750,19,3,27,48,,
POINT BLANK BUSTER,8>2HP,700,14,8,17,38,,
X BUSTER (LP),236LP,700,11,31,0,41,,
X BUSTER (LP) (LVL 2),236(LP),500*2,,,,,,
X BUSTER (LP) (LVL 3),236(LP),450*3(1305),,,,,,
X BUSTER (HP),236HP,700,,,,,,
X BUSTER (HP) (LVL 2),236(HP),500*2,,,,,,
X BUSTER (HP) (LVL 3),236(HP),450*3(1305),,,,,,
>BUSTER COMBO: DASH,236P>LP,,,,,,,
>BUSTER COMBO: BUSTER HAMMER,236P>HP,1200,,,,,,
>BUSTER COMBO: BACKSTEP,236P>LK,,,,,,,
>BUSTER COMBO: SLIDE,236P>HK,900,,,,,,
X BUSTER (LP) (AIR),8>236LP,700,,,,,,
X BUSTER (LP) (AIR) (LVL 2),8>236(LP),500*2,,,,,,
X BUSTER (LP) (AIR) (LVL 3),8>236(LP),450*3(1305),,,,,,
X BUSTER (HP) (AIR),8>236HP,700,,,,,,
X BUSTER (HP) (AIR) (LVL 2),8>236(HP),500*2,,,,,,
X BUSTER (HP) (AIR) (LVL 3),8>236(HP),450*3(1305),,,,,,
SONIC SLICER (LP),214LP,660,,,,,,
SONIC SLICER (HP),214HP,660,,,,,,
>SONIC SLICER (LP) (2ND),214P/236K/214K/22P>214LP,440*2,,,,,,
>SONIC SLICER (HP) (2ND),214P/236K/214K/22P>214HP,440*2,,,,,,
FROST SHIELD (LK),236LK,880,,,,,,
FROST SHIELD (HK),236HK,880,,,,,,
>FROST SHIELD (LK) (2ND),214P/236K/214K/22P>236LK,825+550(1320),,,,,,
>FROST SHIELD (HK) (2ND),214P/236K/214K/22P>236HK,825+550(1320),,,,,,
BOOMERANG CUTTER (LK),214LK,300*4(1140),,,,,,
BOOMERANG CUTTER (HK),214HK,300*4(1140),,,,,,
>BOOMERANG CUTTER (LK) (2ND),214P/236K/214K/22P>214LK,350*6(1890),,,,,,
>BOOMERANG CUTTER (HK) (2ND),214P/236K/214K/22P>214HK,350*6(1890),,,,,,
RISING FIRE (LP),22LP,1320,,,,,,
RISING FIRE (HP),22HP,1320,,,,,,
>RISING FIRE (LP) (2ND),214P/236K/214K/22P>22LP,1430,,,,,,
>RISING FIRE (HP) (2ND),214P/236K/214K/22P>22HP,1430,,,,,,
DOUBLE CHARGE SHOT,236PP,500*5+600*5(3880),,,,,,
DOUBLE CHARGE SHOT (AIR),8>236PP,500*5+600*5(3880),,,,,,
SPECIAL WEAPON RUSH,236KK,180*36(3978),,,,,,
ULTIMATE STRIKE (L3HC),214PP,5686(33 HITS),,,,,,
