MoveName,Input,Damage,Startup,Active,Recovery,Total,BlockAdvantage,HitAdvantage
STRIKE FLURRY (LP) (AIR),8>214LP,1140(4 HITS),17,2,47,65,,
STRIKE FLURRY (HP) (AIR),8>214HP,1100(2 HITS),17,2,47,65,,
PHOTON ABSORBER (LK),22LK,,40,0,0,40,,
PHOTON ABSORBER (HK),22HK,,60,0,0,60,,
PHOTON ABSORBER (LK) (AIR),8>22LK,,40,0,0,40,,
PHOTON ABSORBER (HK) (AIR),8>22HK,,60,0,0,60,,
TAKEOFF (LK),63214LK,1200,6,2,39,46,33,33
TAKEOFF (HK),63214HK,1800,11,2,39,51,71,71
FLIGHT,214KK,,17,119,0,135,,
FLIGHT (AIR),8>214KK,,17,119,0,135,,
>FLIGHT (CANCEL),214KK>214KK,,20,0,0,20,,
POWER BLASTER,236PP,66*35(1674)-132*39(3658),14,81,79,173,-62,-10
POWER BLASTER (AIR),8>236PP,66*35(1674)-132*39(3658),14,80,60,153,-42,10
BINARY IGNITION,22KK,,11,0,0,11,,
BINARY IGNITION (AIR),8>22KK,,11,0,0,11,,
STELLAR STREAM (L3HC),214PP,5340(30 HITS),22,3,36,60,-19,63
v BINARY IGNITION v,22KK,,,,,,,
DASH (FORWARD),5PP,,35,0,0,35,,
DASH (BACKWARD),4PP,,36,0,0,36,,
AIR-DASH (FORWARD),8>PP,,37,0,0,37,,
AIR-DASH (BACKWARD),8>4PP,,37,0,0,37,,
AIR-DASH (UP),8>8PP,,37,0,0,37,,
AIR-DASH (UP-FORWARD),8>9PP,,37,0,0,37,,
AIR-DASH (UP-BACKWARD),8>7PP,,37,0,0,37,,
AIR-DASH (DOWN),8>2PP,,37,0,0,37,,
AIR-DASH (DOWN-FORWARD),8>3PP,,37,0,0,37,,
AIR-DASH (DOWN-BACKWARD),8>1PP,,37,0,0,37,,
JUMP (FORWARD),9,,4,42,6,51,,
JUMP (NEUTRAL),8,,4,42,6,51,,
JUMP (BACKWARD),7,,4,42,6,51,,
SUPER-JUMP (FORWARD),29,,4,71,6,80,,
SUPER-JUMP (NEUTRAL),28,,4,71,6,80,,
SUPER-JUMP (BACKWARD),27,,4,71,6,80,,
THROW,4/6HP,1300,3,1,,,54,65
THROW (AIR),8>4/6HP,1300,3,1,,,,
LP,5LP,390,6,3,10,18,0,-2
HP,5HP,910,10,2,39,50,-20,-16
LK,5LK,650,7,2,28,36,-14,-12
HK,5HK,910,10,2,34,45,-16,-12
CROUCH LP,2LP,390,6,2,13,20,-2,-4
CROUCH HP,2HP,910,10,6,32,47,-17,13
CROUCH LK,2LK,650,8,3,25,35,-13,-10
CROUCH HK,2HK,910,13,12,21,45,-14,45
JUMP LP,8LP,390,5,3,18,25,,
JUMP HP,8HP,910,11,3,32,45,,
JUMP LK,8LK,650,8,11,17,35,,
JUMP HK,8HK,910,13,6,22,40,,
SMASH HOOK,6HP,910,13,10,27,49,-17,-13
SLIDING STRAIGHT,3LP,650,14,3,43,59,-29,-26
TURN KICK,6HK,910,21,5,25,50,-10,-6
PHOTON IMPACT,8>2HP,910,14,3,37,53,,
PHOTON BLAST (LP),236LP,130*3-260*8(1872),17,18,20,54,8,6
PHOTON BLAST (HP),236HP,130*3-260*8(1872),17,18,20,54,8,19
PHOTON BLAST (LP) (AIR),8>236LP,130*3-260*8(1872),17,18,26,60,,
PHOTON BLAST (HP) (AIR),8>236HP,130*3-260*8(1872),17,18,26,60,,
BLITZ BLOW (FORWARD),5KK,1040,16,15,15,45,0,25
BLITZ BLOW (BACKWARD),4KK,1040,16,15,15,45,0,25
BLITZ BLOW (UP),8KK,1040,16,15,15,45,0,25
BLITZ BLOW (UP FORWARD),9KK,1040,16,15,15,45,0,25
BLITZ BLOW (UP BACKWARD),7KK,1040,16,15,15,45,0,25
BLITZ BLOW (AIR),8>5KK,1040,16,15,15,45,,
BLITZ BLOW (BACKWARD) (AIR),8>4KK,1040,16,15,15,45,,
BLITZ BLOW (UP) (AIR),8>8KK,1040,16,15,15,45,,
BLITZ BLOW (UP FORWARD) (AIR),8>9KK,1040,16,15,15,45,,
BLITZ BLOW (UP BACKWARD) (AIR),8>7KK,1040,16,15,15,45,,
BLITZ BLOW (DOWN) (AIR),8>2KK,1040,16,15,15,45,,
BLITZ BLOW (DOWN FORWARD) (AIR),8>3KK,1040,16,15,15,45,,
BLITZ BLOW (DOWN BACKWARD) (AIR),8>1KK,1040,16,15,15,45,,
STRIKE FLURRY (LP),214LP,1482(4 HITS),17,2,30,48,-12,31
STRIKE FLURRY (HP),214HP,1430(2 HITS),17,2,30,48,-12,93
STRIKE FLURRY (LP) (AIR),8>214LP,1482(4 HITS),17,2,47,65,,
STRIKE FLURRY (HP) (AIR),8>214HP,1430(2 HITS),17,2,47,65,,
PHOTON ABSORBER (LK),22LK,,40,0,0,40,,
PHOTON ABSORBER (HK),22HK,,60,0,0,60,,
PHOTON ABSORBER (LK) (AIR),8>22LK,,40,0,0,40,,
PHOTON ABSORBER (HK) (AIR),8>22HK,,60,0,0,60,,
TAKEOFF (LK),63214LK,1560,6,2,39,46,33,33
TAKEOFF (HK),63214HK,1950,11,2,39,51,110,110
FLIGHT,214KK,,17,119,0,135,,
FLIGHT (AIR),8>214KK,,17,119,0,135,,
>FLIGHT (CANCEL),214KK>214KK,,20,0,0,20,,
POWER BLASTER,236PP,84*35(1946)-169*39(4211),14,81,79,173,-62,-10
POWER BLASTER (AIR),8>236PP,84*35(1946)-169*39(4211),14,80,60,153,-42,10
STELLAR STREAM (L3HC),214PP,5694(30 HITS),22,3,36,60,-19,63
